poly_id,tea_probability,tea_fraction,n_pixels
439,0.011245778,0.0,16
440,0.011746265,0.0,23
441,0.011708459,0.0,61
442,0.016753742,0.0,48
443,0.011358916,0.0,12
444,0.0149849905,0.0,76
445,0.01586785,0.0,18
446,0.009057409,0.0,13
447,0.012025811,0.0,27
448,0.0125833545,0.0,65
449,0.021808108,0.0,13
450,0.021306429,0.0,20
451,0.011714341,0.0,81
452,0.02116396,0.0,73
453,0.016221026,0.0,18
454,0.013943628,0.0,22
455,0.014627018,0.0,116
456,0.009718371,0.0,129
457,0.01748163,0.0,15
458,0.016533382,0.0,23
459,0.013917253,0.0,43
460,0.016846552,0.0,34
461,0.011370232,0.0,150
462,0.021964695,0.0,46
463,0.013943654,0.0,24
464,0.011750882,0.0,14
465,0.02239322,0.0,18
466,0.01081591,0.0,38
467,0.010606257,0.0,17
468,0.01024874,0.0,111
469,0.017098121,0.0,27
470,0.010963914,0.0,19
471,0.012839672,0.0,14
472,0.010793621,0.0,14
473,0.010565776,0.0,44
474,0.007906208,0.0,35
475,0.021917481,0.0,10
476,0.017678829,0.0,22
477,0.01353518,0.0,24
478,0.009793468,0.0,34
479,0.022762727,0.0,13
480,0.008603631,0.0,28
481,0.0208816,0.0,15
482,0.011777282,0.0,534
483,0.011037864,0.0,28
484,0.008535967,0.0,104
485,0.012205645,0.0,16
486,0.017664976,0.0,24
487,0.014941306,0.0,12
488,0.012068823,0.0,28
489,0.011274579,0.0,9
490,0.020805106,0.0,17
491,0.010229795,0.0,11
492,0.013542237,0.0,31
493,0.014242642,0.0,14
494,0.02019915,0.0,13
495,0.020741807,0.0,48
496,0.011667042,0.0,25
497,0.012322926,0.0,86
498,0.00834998,0.0,18
499,0.013604463,0.0,18
500,0.016738396,0.0,18
501,0.020804739,0.0,65
502,0.011180638,0.0,15
503,0.009241704,0.0,21
504,0.0121471165,0.0,23
505,0.01020763,0.0,21
506,0.012661867,0.0,12
507,0.009358338,0.0,38
508,0.009108455,0.0,20
509,0.022000043,0.0,16
510,0.013826548,0.0,23
511,0.0143742515,0.0,40
512,0.010641009,0.0,202
513,0.015122747,0.0,16
514,0.016833289,0.0,97
515,0.009525516,0.0,47
516,0.016765917,0.0,16
517,0.011795398,0.0,15
518,0.014745622,0.0,11
519,0.021032626,0.0,24
520,0.014890109,0.0,42
521,0.010750406,0.0,22
522,0.014186416,0.0,148
523,0.012353775,0.0,133
524,0.009917829,0.0,53
525,0.009582278,0.0,48
526,0.011601415,0.0,19
527,0.01562733,0.0,12
528,0.01701383,0.0,21
529,0.010368047,0.0,48
530,0.014298567,0.0,18
531,0.009035079,0.0,39
532,0.018005624,0.0,12
533,0.011775566,0.0,17
534,0.022931281,0.0,31
535,0.021168834,0.0,47
536,0.011724808,0.0,12
537,0.015822547,0.0,82
538,0.01558645,0.0,133
539,0.022142204,0.0,48
540,0.010096382,0.0,70
541,0.0141820805,0.0,21
542,0.008582468,0.0,19
543,0.009632681,0.0,40
544,0.015339666,0.0,114
545,0.010784634,0.0,12
546,0.011423005,0.0,25
547,0.008846447,0.0,13
548,0.014804162,0.0,152
549,0.008893348,0.0,35
550,0.020461816,0.0,112
551,0.007130581,0.0,116
552,0.012667827,0.0,21
553,0.014835853,0.0,13
554,0.010502097,0.0,12
555,0.008038208,0.0,46
556,0.014387324,0.0,83
557,0.02156801,0.0,114
558,0.010802985,0.0,158
559,0.01176698,0.0,38
560,0.022688214,0.0,21
561,0.012144607,0.0,407
562,0.017028254,0.0,17
563,0.02147103,0.0,12
564,0.012048752,0.0,22
